"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"5/06/2010","Kowalski's","KOWALSKI'S MARKET  Q       MINNE","2.74","debit","Groceries","Checking","",""
"5/06/2010","USAA","USAA P&C INS     ONLINE PMT","83.00","debit","Financial","Checking","",""
"5/06/2010","Dunn Bros","DUNN BROS          QAE     MINNE","2.11","debit","Coffee Shops","Checking","",""
"5/06/2010","Eurest Market Ameriprise","EUREST @ MARKE11165QPS     MINNE","5.93","debit","Eating Out","Checking","",""
"5/06/2010","McDonald's","MCDONALDS  F29004  Q17     EAGAN","6.21","debit","Fast Food","Checking","",""
"5/06/2010","Ameriprise Financial","AMERIPRISE FINAN DIRECT DEP ****","2461.22","credit","Paycheck KK","Checking","",""
"5/05/2010","Netflix","NFI*WWW.NETFLIX.COM/CC     NETFL","8.72","debit","Movies & DVDs","Checking","",""
"5/05/2010","Annunciation","CHECK # 0000002619","100.00","debit","School Lunch","Checking","",""
"5/05/2010","Leeann Chin","LEEANN CHIN #157 EAGAN     EAGAN","9.18","debit","Restaurants","Checking","",""
"5/05/2010","Fischerville Coffee Mendo","FISCHERVILLE COFFEE        MENDO","12.27","debit","Coffee Shops","Checking","",""
"5/05/2010","Kowalski's","KOWALSKI'S MARKET  Q       MINNE","19.66","debit","Groceries","Checking","",""
"5/05/2010","Lone Oak","2825 LONE OAK PARK         EAGAN","10.00","debit","Business Services","Checking","",""
"5/05/2010","iTunes","APL*ITUNES                 866-7","11.78","debit","Music","Checking","",""
"5/05/2010","Annunciation","CHECK # 0000002618","10.00","debit","School Fees","Checking","",""
"5/04/2010","YMCA","YMCA MPLS ASSOCIATION 866-937-9622 MN","110.00","debit","Gym","WORLD MASTERCARD","",""
"5/04/2010","Best Buy","BEST BUY MHT  00010553     EAGAN","22.15","debit","Electronics & Software","Checking","",""
"5/04/2010","Rustica Bakery","RUSTICA            QPS     MINNE","17.00","debit","Bakery","Checking","",""
"5/04/2010","Caribou Coffee","CARIBOU COFFEE#1223QPS     EAGAN","1.34","debit","Food & Dining","Checking","",""
"5/04/2010","Sawatdee","SAWATDEE                   MINNE","7.15","debit","Restaurants","Checking","",""
"5/04/2010","Au Bon Pain","AU BON PAIN Q92            MINNE","7.08","debit","Restaurants","Checking","",""
"5/03/2010","GameStop","GAMESTOP #3801             BLOOM","18.22","debit","Electronics & Software","Checking","",""
"5/03/2010","Kowalski's","KOWALSKI'S MARKET  Q       MINNE","113.45","debit","Groceries","Checking","",""
"5/03/2010","ATM Fee Refund","ATM SURCHARGE REBATE","13.00","credit","ATM Fee","Checking","",""
"5/03/2010","Eurest Market Ameriprise","EUREST @ MARKE11165QPS     MINNE","4.81","debit","Eating Out","Checking","",""
"5/03/2010","Mulberrys Garment Clea","MULBERRYS GARMENT CLEA     MINNE","11.83","debit","Dry Cleaning","Checking","",""
"5/03/2010","Uncommon Gardens","UNCOMMON GARDENS INC       MINNE","16.08","debit","Lawn & Garden","Checking","",""
"5/03/2010","South Lyndale Liquors","SOUTH LYNDALE LIQUORS      MINNE","44.08","debit","Alcohol & Bars","Checking","",""
"5/03/2010","Doctor Lareau","CHECK # 0000002624","341.78","debit","Dentist","Checking","",""
"5/03/2010","Depot Coffee House","THE DEPOT COFFEE HOU       HOPKI","2.90","debit","Food & Dining","Checking","",""
"5/03/2010","Interest Paid","INTEREST PAID","0.26","credit","Interest Income","Checking","",""
"5/03/2010","Rebate","DEBIT CARD REBATE","36.17","credit","Income","Checking","",""
"5/03/2010","California Pizza Kitchen","CALIFORNIA PIZZA 178       EDINA","52.40","debit","Restaurants","Checking","",""
"5/03/2010","Liberty Frozen Custard","LIBERTY FROZEN CUSTQ02     MINNE","8.19","debit","Restaurants","Checking","",""
"5/03/2010","Shady Oak Veterinary Clinic","SHADY OAK VETERINARY C     MINNE","451.20","debit","Veterinary","Checking","",""
"5/03/2010","Caribou Coffee Qps","CARIBOU COFFEE CO #QPS     EDINA","8.55","debit","Food & Dining","Checking","",""
"5/03/2010","Qwest","QWEST 8004238994 AUTO PAY   ****","96.90","debit","Home Phone","Checking","",""
"5/03/2010","Starbucks","STARBUCKS USA 00002QPS     MINNE","34.79","debit","Coffee Shops","Checking","",""
"5/03/2010","Micro Center","MICRO CENTER #045 RETA     ST LO","11.46","debit","Electronics & Software","Checking","",""
"5/03/2010","Subway","SUBWAY        00210QPS     MINNE","20.64","debit","Fast Food","Checking","",""
"5/03/2010","Kowalski's","KOWALSKI'S MARKET  Q       MINNE","19.60","debit","Groceries","Checking","",""
"5/03/2010","ATM Service Fee","ATM SERVICE FEE","4.00","debit","Bank Fee","Checking","",""
"5/03/2010","BP","LYNDALE BP         QPS     MINNE","56.68","debit","Gas & Fuel","Checking","",""
"5/01/2010","Bone Adventure","BONE ADVENTURE EDINA MN","53.89","debit","Pets","WORLD MASTERCARD","",""
"4/30/2010","Interest Paid","INTEREST PAID","0.02","credit","Interest Income","USAA SAVINGS","",""
"4/30/2010","Byerly's","BYERLY'S EAGAN     Q       EAGAN","10.34","debit","Groceries","Checking","",""
"4/30/2010","Eurest Market Ameriprise","EUREST @ MARKE11165QPS     MINNE","5.04","debit","Eating Out","Checking","",""
"4/30/2010","Hsbc Retail Online","HSBC RETAIL      ONLINE PMT ****","100.00","debit","Bills & Utilities","Checking","",""
"4/30/2010","ISSE","CHECK # 0000002594","95.00","debit","Soccer","Checking","",""
"4/30/2010","iTunes","APL*ITUNES                 866-7","10.27","debit","Music","Checking","",""
"4/30/2010","Kowalski's","KOWALSKI'S MARKET  Q       MINNE","43.73","debit","Groceries","Checking","",""
"4/30/2010","Transfer to NWA Card","CARDMEMBER SVC   ONLINE PMT ****","403.00","debit","Credit Card Payment","Checking","",""
"4/30/2010","Usps St Louis","USPS   ST. LOUIS CONTRACTS  ****","1111.89","credit","Reimbursement","Checking","",""
"4/30/2010","Kowalski's","KOWALSKI'S MARKET  Q       MINNE","24.32","debit","Groceries","Checking","",""
"4/30/2010","Caribou Coffee Qps","CARIBOU COFFEE CO #QPS     MINNE","6.62","debit","Food & Dining","Checking","",""
"4/30/2010","Transfer from Checking","Payment Thank You","403.00","credit","Credit Card Payment","NWA Card","",""
"4/29/2010","USPS Payroll","MPLS USPS PDC MN FED SALARY ****","100.00","credit","Paycheck Nick","USAA SAVINGS","",""
"4/29/2010","Starbucks","STARBUCKS USA 00002QPS     EDINA","25.40","debit","Coffee Shops","Checking","",""
"4/29/2010","Dan Kellys Bar & Grill","DAN KELLY'S BAR AND GR     MINNE","14.97","debit","Alcohol & Bars","Checking","",""
"4/29/2010","USPS Payroll","MPLS USPS PDC MN FED SALARY ****","1686.29","credit","Paycheck Nick","Checking","",""
"4/29/2010","Annunciation","CHECK # 0000002617","50.00","debit","Charity","Checking","",""
"4/29/2010","National Basketbal Beach","THE NATIONAL BASKETBAL     BEACH","247.20","debit","Summer camp","Checking","",""
"4/29/2010","National Basketbal Beach","THE NATIONAL BASKETBAL     BEACH","247.20","debit","Summer camp","Checking","",""
"4/29/2010","Eddingtons","EDDINGTONS EDINA           MINNE","7.17","debit","Restaurants","Checking","",""
"4/29/2010","Lone Oak","2825 LONE OAK PARK         EAGAN","20.00","debit","Business Services","Checking","",""
"4/28/2010","Chase","CHASE MTGE       ONLINE PMT ****","1585.00","debit","Mortgage & Rent","Checking","",""
"4/28/2010","Target","TARGET        00023QPS     EDINA","37.54","debit","Shopping","Checking","",""
"4/28/2010","Sprint","SPRINT LD        ONLINE PMT ****","31.05","debit","Home Phone","Checking","",""
"4/28/2010","McDonald's","MCDONALD'S F24690  Q17     RICHF","19.36","debit","Fast Food","Checking","",""
"4/28/2010","Chipotle","CHIPOTLE 0419      QAE     EDINA","10.73","debit","Fast Food","Checking","",""
"4/28/2010","YMCA Kids to Camp","CHECK # 0000002620","25.00","debit","Charity","Checking","",""
"4/28/2010","Holiday Stationstores","HOLIDAY STNSTORE 00Q26     MINNE","60.20","debit","Gas & Fuel","Checking","",""
"4/28/2010","State Mn Th","STATE OF MN 4TH JUDICI     612-3","114.25","debit","Parking Ticket","Checking","",""
"4/27/2010","Dairy Queen","DAIRY QUEEN        QPS     SAVAG","8.21","debit","Fast Food","Checking","",""
"4/27/2010","National Sports Center","NATIONAL SPORTS CENTER     763-7","275.00","debit","Entertainment","Checking","",""
"4/27/2010","Science Museum Web","SCIENCE MUSEUM WEB ACC     06512","300.00","debit","Summer camp","Checking","",""
"4/27/2010","McDonald's","MCDONALDS  F29004  Q17     EAGAN","5.03","debit","Fast Food","Checking","",""
"4/27/2010","Kowalski's","KOWALSKI'S MARKET  Q       MINNE","31.29","debit","Groceries","Checking","",""
"4/27/2010","Gift Certificate Ctr","GCC*GIFTCERTIFICATES.C     800-7","52.95","debit","Business Services","Checking","",""
"4/26/2010","Byerly's","BYERLY'S EDINA     Q       EDINA","43.59","debit","Groceries","Checking","",""
"4/26/2010","Gift Certificate Ctr","GCC*GIFTCERTIFICATES.C     800-7","204.90","debit","Business Services","Checking","",""
"4/26/2010","5-8 Club","5-8 CLUB                   MINNE","35.14","debit","Restaurants","Checking","",""
"4/26/2010","Holiday Hopki","HOLIDAY STORE #261         HOPKI","42.50","debit","Groceries","Checking","",""
"4/26/2010","Barnes & Noble","BARNES & NOBLE #251Q90     M","23.26","debit","Books","Checking","",""
"4/26/2010","Deposit Home","DEPOSIT@HOME","70.00","credit","Team Fees Reimbursed","Checking","",""
"4/26/2010","Deposit Home","DEPOSIT@HOME","5300.00","credit","Team Fees Reimbursed","Checking","",""
"4/26/2010","Dairy Queen","DAIRY QUEEN #11636 QPS     MINNE","2.25","debit","Fast Food","Checking","",""
"4/26/2010","iTunes","APL*ITUNES                 866-7","13.98","debit","Music","Checking","",""
"4/26/2010","Target","TARGET        00023QPS     EDINA","116.67","debit","Shopping","Checking","",""
"4/26/2010","Kowalski's","KOWALSKI'S MARKET  Q       MINNE","2.99","debit","Groceries","Checking","",""
"4/26/2010","Deposit Mobile","DEPOSIT@MOBILE","70.00","credit","Team Fees Reimbursed","Checking","",""
"4/26/2010","Transfer to Nick's AMEX Card","AMERICAN EXPRESS ELEC REMIT ****","1200.00","debit","Credit Card Payment","Checking","",""
"4/26/2010","Mulberrys Garment Clea","MULBERRYS GARMENT CLEA     MINNE","40.87","debit","Dry Cleaning","Checking","",""
"4/26/2010","Reuben Ndely","CHECK # 0000002613","115.00","debit","Soccer","Checking","","Coaching Fee"
"4/26/2010","Deposit Home","DEPOSIT@HOME","70.00","credit","Team Fees Reimbursed","Checking","",""
"4/26/2010","Minnesota Public Radio","MINNESOTA PUBLIC RADIO     800-2","12.50","debit","Bills & Utilities","Checking","",""
"4/26/2010","Panera Bread","PANERA BREAD #1299 Q53     EAGAN","10.90","debit","Fast Food","Checking","",""
"4/26/2010","El Paraiso Minne","EL PARAISO                 MINNE","37.90","debit","Restaurants","Checking","",""
"4/26/2010","Starbucks","STARBUCKS USA 00002QPS     MINNE","25.70","debit","Coffee Shops","Checking","",""
"4/26/2010","Eurest Market Ameriprise","EUREST @ MARKE11165QPS     MINNE","3.09","debit","Eating Out","Checking","",""
"4/26/2010","Dairy Queen","DAIRY QUEEN #11636 QPS     MINNE","9.01","debit","Fast Food","Checking","",""
"4/26/2010","Tlf Inflorescence Irvin","TLF*INFLORESCENCE          IRVIN","82.98","debit","Flowers","Checking","",""
"4/24/2010","Thank You","ONLINE PAYMENT - THANK YOU 320101140488744176","1200.00","credit","Credit Card Payment","Traditional Green Card","",""
"4/24/2010","Transfer from Checking","ONLINE PAYMENT - THANK YOU","1200.00","credit","Credit Card Payment","Nick's AMEX Card","",""
"4/23/2010","Holiday Stationstores","HOLIDAY STNSTORE 03Q26     EAGAN","62.55","debit","Gas & Fuel","Checking","",""
"4/23/2010","Kowalski's","KOWALSKI'S MARKET  Q       MINNE","1.59","debit","Groceries","Checking","",""
"4/23/2010","Kowalski's","KOWALSKI'S MARKET  Q       MINNE","5.47","debit","Groceries","Checking","",""
"4/23/2010","Sprint","SPRINT           ONLINE PMT ****","35.83","debit","Home Phone","Checking","",""
"4/23/2010","City of Minneapolis Water","CITY OF MPLS     ONLINE PMT ****","70.00","debit","Utilities","Checking","",""
"4/23/2010","Eurest Market Ameriprise","EUREST @ MARKE11165QPS     MINNE","5.50","debit","Eating Out","Checking","",""
"4/23/2010","Kowalski's","KOWALSKI'S MARKET  Q       MINNE","3.93","debit","Groceries","Checking","",""
"4/22/2010","Interest Back Earned","INTEREST BACK CREDIT EARNED","17.90","credit","Interest Income","5665","",""
"4/22/2010","Advances Interest Charge","ADVANCES*INTEREST CHARGE*PERIODIC RATE","17.60","debit","Finance Charge","5665","",""
"4/22/2010","Protector","CREDIT PROTECTOR 1-877-242-5987","66.70","debit","Bank Fee","5665","",""
"4/22/2010","Purchases Interest Charge","PURCHASES*INTEREST CHARGE*PERIODIC RATE","179.03","debit","Finance Charge","5665","",""
"4/22/2010","Periodic Finance Charge","FINANCE CHARGE","81.43","debit","Finance Charge","VISA","",""
"4/22/2010","Gift Certificate Ctr","GCC*GIFTCERTIFICATES.C     800-7","20.00","debit","Business Services","Checking","",""
"4/22/2010","Eurest Market Ameriprise","EUREST @ MARKE11165QPS     MINNE","6.51","debit","Eating Out","Checking","",""
"4/22/2010","Punch Neapolitan Pizza","PUNCH NEAPOLITAN P         MINNE","13.58","debit","Restaurants","Checking","",""
"4/22/2010","Kowalski's","KOWALSKI'S MARKET  Q       MINNE","20.08","debit","Groceries","Checking","",""
"4/22/2010","Walgreen","WALGREENS #2196    Q03     MINNE","15.07","debit","Pharmacy","Checking","",""
"4/22/2010","Mail Deposit","MAIL DEPOSIT","70.15","credit","Income","Checking","",""
"4/22/2010","Jayne's Hallmark","JAYNE'S HALLMARK #3        EAGAN","5.66","debit","Gift","Checking","",""
"4/22/2010","Ameriprise Financial","AMERIPRISE FINAN DIRECT DEP ****","2429.84","credit","Paycheck KK","Checking","",""
"4/22/2010","Lone Oak","2825 LONE OAK PARK         EAGAN","20.00","debit","Business Services","Checking","",""
"4/22/2010","Kowalski's","KOWALSKI'S MARKET  Q       MINNE","6.67","debit","Groceries","Checking","",""
"4/21/2010","Connie Singer","CHECK # 0000002608","92.00","debit","Soccer","Checking","",""
"4/21/2010","Dq Grill & Chill","DQ GRILL&CHILL #998QPS     E","6.68","debit","Restaurants","Checking","",""
"4/21/2010","Starbucks","STARBUCKS USA 00002QPS     MINNE","22.50","debit","Coffee Shops","Checking","",""
"4/21/2010","Annunciation","CHECK # 0000002606","90.00","debit","School Fees","Checking","",""
"4/21/2010","Peiwei Asian Diner","PEIWEI ASIAN DINER0QPS     ST LO","27.84","debit","Restaurants","Checking","",""
"4/21/2010","Progressive Insurance","PROG SPECIALTY   INS PREM   ****","78.25","debit","Auto Insurance","Checking","",""
"4/21/2010","Lone Oak","2825 LONE OAK PARK         EAGAN","20.00","debit","Business Services","Checking","",""
"4/20/2010","iTunes","APL*ITUNES                 866-7","27.63","debit","Music","Checking","",""
"4/20/2010","Dick Danaher","CHECK # 0000002612","415.00","debit","Music Lessons","Checking","",""
"4/20/2010","Bloom","HP BLOOMINGTON             BLOOM","20.00","debit","Groceries","Checking","",""
"4/20/2010","Lane Bryant","LANEBRYANT667400066746     EDINA","34.50","debit","Clothing","Checking","",""
"4/20/2010","Kowalski's","KOWALSKI'S MARKET  Q       MINNE","7.79","debit","Groceries","Checking","",""
"4/20/2010","Facts Annunciation","FACTS/ANNUNCIATI  4/20/00-1 ****","719.00","debit","School tuition","Checking","",""
"4/20/2010","SoccerBlast Burns","SOCCER BLAST               BURNS","4.00","debit","Food & Dining","Checking","",""
"4/20/2010","Cub Foods","CUB FOODS, INC.    Q       BLOOM","16.54","debit","Groceries","Checking","",""
"4/20/2010","Transfer to USAA SAVINGS","CHECK # 0000002592","100.00","debit","Transfer","Checking","",""
"4/20/2010","FTD","FTD*FTD.COM                DOWNE","71.24","debit","Gift","Checking","",""
"4/19/2010","Debt Protection Per","DEBT PROTECTION AT .3000 PER 100.00","30.00","debit","Bank Fee","WORLD MASTERCARD","",""
"4/19/2010","Transfer to Checking","USAA FUNDS TRANSFER DB","100.00","debit","Transfer","USAA SAVINGS","",""
"4/19/2010","Kowalski's","KOWALSKI'S MARKET  Q       MINNE","9.09","debit","Groceries","Checking","",""
"4/19/2010","Deposit Home","DEPOSIT@HOME","70.00","credit","Team Fees Reimbursed","Checking","",""
"4/19/2010","Kowalski's","KOWALSKI'S MARKET  Q       MINNE","40.54","debit","Groceries","Checking","",""
"4/19/2010","Woodburys","HP WOODBURY URGENT         WOODB","35.00","debit","Home Improvement","Checking","",""
"4/19/2010","Price St St","308 PRICE ST.              ST. P","22.00","debit","Cash & ATM","Checking","",""
"4/19/2010","Talbots","TALBOTS #0149              EDINA","29.00","debit","Clothing","Checking","",""
"4/19/2010","South Lyndale Liquors","SOUTH LYNDALE LIQUORS      MINNE","16.53","debit","Alcohol & Bars","Checking","",""
"4/19/2010","Deposit Home","DEPOSIT@HOME","70.00","credit","Team Fees Reimbursed","Checking","",""
"4/19/2010","Pizza H Qps","PIZZA H013841 48238QPS     MINNE","30.17","debit","Restaurants","Checking","",""
"4/19/2010","Kowalski's","KOWALSKI'S MARKET  Q       MINNE","58.41","debit","Groceries","Checking","",""
"4/19/2010","Mulberrys Garment Clea","MULBERRYS GARMENT CLEA     MINNE","3.22","debit","Dry Cleaning","Checking","",""
"4/19/2010","Starbucks","STARBUCKS USA 00002QPS     MINNE","11.32","debit","Coffee Shops","Checking","",""
"4/19/2010","American Express Credit Card","AMERICAN EXPRESS ELEC REMIT ****","500.00","debit","Credit Card Payment","Checking","",""
"4/19/2010","Lund's","LUNDS #2           Q       EDINA","76.36","debit","Groceries","Checking","",""
"4/19/2010","Starbucks","STARBUCKS USA 00002QPS     MINNE","20.00","debit","Coffee Shops","Checking","",""
"4/19/2010","AMC","AMC SOUTHDALE 06007QPS     Edina","15.00","debit","Movies & DVDs","Checking","",""
"4/19/2010","Transfer from USAA SAVINGS","USAA FUNDS TRANSFER CR","100.00","credit","Transfer","Checking","",""
"4/19/2010","Minnesota Zoo","SSA MINNESOTA ZOO          APPLE","32.12","debit","Entertainment","Checking","",""
"4/19/2010","Tandoor Restaurant","TANDOOR RESTAURANT         BLOOM","40.78","debit","Restaurants","Checking","",""
"4/19/2010","Holiday Stationstores","HOLIDAY STNSTORE 00Q26     MINNE","57.12","debit","Gas & Fuel","Checking","",""
"4/19/2010","Breadsmith","BREADSMITH EDINA   QPS     EDINA","8.10","debit","Restaurants","Checking","",""
"4/19/2010","Target","TARGET        00006940     WOODB","52.52","debit","Shopping","Checking","",""
"4/19/2010","Deposit Mobile","DEPOSIT@MOBILE","70.00","credit","Team Fees Reimbursed","Checking","",""
"4/19/2010","AMC","AMC SOUTHDALE 06007QPS     Edina","8.00","debit","Movies & DVDs","Checking","",""
"4/19/2010","Thrivent Financial Bank","THRIVENT FIN               MINNE","40.00","debit","Cash & ATM","Checking","",""
"4/19/2010","Deposit Mobile","DEPOSIT@MOBILE","1812.38","credit","Income","Checking","",""
"4/19/2010","Target","TARGET        00023QPS     EDINA","128.75","debit","Shopping","Checking","",""
"4/19/2010","Interest Purchases","Interest on Purchases","133.39","debit","Finance Charge","WORLD MASTERCARD","",""
"4/19/2010","Interest Cash Advances","Interest on Cash Advances","28.15","debit","Finance Charge","WORLD MASTERCARD","",""
"4/19/2010","Air Taxi Limo","Air Taxi And Limo Serv 612-860-5168 Mn","27.86","debit","Rental Car & Taxi","NWA Card","",""
"4/19/2010","Globe Taxi Associates","Globe Taxi Association Chicago Il","42.75","debit","Rental Car & Taxi","NWA Card","",""
"4/19/2010","Liberty Frozen Custard","Liberty Frozen Custard Minneapolis Mn","8.19","debit","Restaurants","NWA Card","",""
"4/17/2010","Thank You","ONLINE PAYMENT - THANK YOU 320101070413361861","500.00","credit","Credit Card Payment","Traditional Green Card","",""
"4/17/2010","Transfer from Checking","ONLINE PAYMENT - THANK YOU","500.00","credit","Credit Card Payment","Nick's AMEX Card","",""
"4/16/2010","Hilton","Hilton Hotel The DraChicago0000590795  (312)787-2200 320101060401356782","581.62","debit","Hotel","Traditional Green Card","",""
"4/16/2010","Transfer from Checking","ELECTRONIC PAYMENT-THANK YOU","301.00","credit","Credit Card Payment","5665","",""
"4/16/2010","Lavazza Espression","LAVAZZA ESPRESSION         847-5","3.79","debit","Bakery","Checking","",""
"4/16/2010","Starbucks","STARBUCKS USA 00024QPS     CHICA","3.04","debit","Coffee Shops","Checking","",""
"4/16/2010","Thrivent Financial Bank","THRIVENT FIN               MINNE","40.00","debit","Cash & ATM","Checking","",""
"4/16/2010","Transfer to Citicard","CITIBANK CRDT CD ONLINE PMT ****","301.00","debit","Credit Card Payment","Checking","",""
"4/16/2010","Visi Incorp","VISI INCORP                612-3","19.95","debit","Internet","Checking","",""
"4/16/2010","BP","CEDAR DIFFLEY BP   QPS     EAGAN","8.89","debit","Gas & Fuel","Checking","",""
"4/16/2010","McDonald's","MCDONALD'S F24690  Q17     RICHF","9.17","debit","Fast Food","Checking","",""
"4/16/2010","Foodlife Qps Chica","FOODLIFE           QPS     CHICA","12.42","debit","Food & Dining","Checking","",""
"4/16/2010","Pizzeria Due","Pizzeria Due #762 Chicago Il","27.17","debit","Restaurants","NWA Card","",""
"4/16/2010","Hilton","Hilton Hotel The DraChicago 0000590795  (312)787-2200","581.62","debit","Hotel","Nick's AMEX Card","",""
"4/15/2010","USPS Payroll","MPLS USPS PDC MN FED SALARY ****","100.00","credit","Paycheck Nick","USAA SAVINGS","",""
"4/15/2010","Petco","PETCO  608    63506083     RICHF","8.03","debit","Pet Food & Supplies","Checking","",""
"4/15/2010","Potbelly Sandwich Works","POTBELLY 078       QAE     CHICA","7.38","debit","Fast Food","Checking","",""
"4/15/2010","Chicago","CHICAGO HARLEY DAVIDSO     CHICA","22.99","debit","Business Services","Checking","",""
"4/15/2010","Kowalski's","KOWALSKI'S MARKET  Q       MINNE","22.17","debit","Groceries","Checking","",""
"4/15/2010","USAA Credit Card Payment","USAA CREDIT CARD PAYMENT    ****","50.00","debit","Credit Card Payment","Checking","",""
"4/15/2010","USPS Payroll","MPLS USPS PDC MN FED SALARY ****","1686.28","credit","Paycheck Nick","Checking","",""
"4/15/2010","USAA","USAA.COM PAYMNT  P&C","133.19","debit","Financial","Checking","",""
"4/14/2010","Honeybaked Ham","HONEYBAKED HAM & CAFBURNSVILLE04000017997 8664924267 320101040378935827","48.12","credit","Groceries","Traditional Green Card","",""
"4/14/2010","Transfer from Checking","AUTOMATIC PAYMENT - THANK YOU","50.00","credit","Credit Card Payment","WORLD MASTERCARD","",""
"4/14/2010","Best Buy","BEST BUY MHT  00013813     CHICA","88.19","debit","Electronics & Software","Checking","",""
"4/14/2010","Foodlife Chica","FOODLIFE                   CHICA","12.01","debit","Food & Dining","Checking","",""
"4/14/2010","Einstein Bros","EINSTEIN BROS #1549Q46     RICHF","18.80","debit","Restaurants","Checking","",""
"4/14/2010","Foodlife Chica","FOODLIFE                   CHICA","2.05","debit","Food & Dining","Checking","",""
"4/14/2010","Lavazza Espression","LAVAZZA ESPRESSION         847-5","4.52","debit","Bakery","Checking","",""
"4/14/2010","Xcel Energy","XCEL ENERGY-NSP  ONLINE PMT ****","88.89","debit","Utilities","Checking","",""
"4/13/2010","J Jill","J. JILL CATALOG #300HINGHAM130463801   8004484988 320101030367675524","40.20","credit","Clothing","KK's Amex","",""
"4/13/2010","Land's End","LAND'S END INC.     CLOTHINGP25D87C7   5944137          53595 320101030367675523","22.45","debit","Clothing","KK's Amex","",""
"4/13/2010","Honeybaked Ham","HONEYBAKED HAM & CAFBURNSVILLE04000019815 8664924267 320101030368062399","48.12","debit","Groceries","Traditional Green Card","",""
"4/13/2010","Honeybaked Ham","HONEYBAKED HAM & CAFBURNSVILLE 040xxxxxxxxxxxx67","48.12","credit","Groceries","Nick's AMEX Card","",""
"4/13/2010","Lavazza","Lavazza Espression 847-545-1900 Il","2.06","debit","Restaurants","NWA Card","",""
"4/13/2010","Chicago","CHICAGO TAXI MEDALLION     CHICA","34.00","debit","Business Services","Checking","",""
"4/13/2010","Sebastian Joe's","SEBASTIAN JOES     QPS     MINNE","9.75","debit","Restaurants","Checking","",""
"4/13/2010","Annunciation School","CHECK # 0000002602","8.80","debit","School Lunch","Checking","",""
"4/13/2010","YMCA","YMCA MPLS SOUTHDALE        EDINA","110.00","debit","Gym","Checking","",""
"4/13/2010","Annunciation School","CHECK # 0000002599","3.50","debit","School Fees","Checking","",""
"4/13/2010","Centerpoint Energy Gas","CTRPT ENGY MINNE ONLINE PMT ****","96.83","debit","Bills & Utilities","Checking","",""
"4/13/2010","Annunciation School","CHECK # 0000002597","9.00","debit","School Fees","Checking","",""
"4/13/2010","Kowalski's","KOWALSKI'S MARKET  Q       MINNE","23.66","debit","Groceries","Checking","",""
"4/13/2010","Kowalski's","KOWALSKI'S MARKET  Q       MINNE","74.03","debit","Groceries","Checking","",""
"4/13/2010","iTunes","APL*ITUNES                 866-7","11.82","debit","Music","Checking","",""
"4/13/2010","East Walton Pl","140 EAST WALTON PL         CHICA","63.00","debit","Cash & ATM","Checking","",""
"4/13/2010","Noodles & Company","NOODLES & CO 315   QPS     R","17.16","debit","Restaurants","Checking","",""
"4/13/2010","Bwi Boingo Wireless","BWI*BOINGO WIRELESS        800-8","4.95","debit","Travel","Checking","",""
"4/12/2010","H&R Block","H&R BLK SOFTWARE    800-HRBLOCK9666470687R TECH SUPPORT 320101020356941629","48.45","debit","Taxes","KK's Amex","",""
"4/12/2010","Transfer from Checking","USAA.COM PMT-THANKS SAN ANTONIO TX","400.00","credit","Credit Card Payment","WORLD MASTERCARD","",""
"4/12/2010","Twin Anchors Chicago","TWIN ANCHORS CHICAGO IL","30.00","debit","Food & Dining","WORLD MASTERCARD","",""
"4/12/2010","Borders","BORDERS BKS&MU01000587 CHICAGO IL","15.99","debit","Books","WORLD MASTERCARD","",""
"4/12/2010","Transfer to Checking","USAA FUNDS TRANSFER DB","100.00","debit","Transfer","USAA SAVINGS","",""
"4/12/2010","Mulberrys Garment Clea","MULBERRYS GARMENT CLEA     MINNE","44.10","debit","Dry Cleaning","Checking","",""
"4/12/2010","A-1 Vacuum","A 1 VACUUM SOLUTIONS       MINNE","20.33","debit","Furnishings","Checking","",""
"4/12/2010","Planet Soccer Minne","PLANET SOCCER              MINNE","49.71","debit","Soccer","Checking","",""
"4/12/2010","Kowalski's","KOWALSKI'S MARKET  Q       MINNE","27.39","debit","Groceries","Checking","",""
"4/12/2010","Deposit Mobile","DEPOSIT@MOBILE","70.00","credit","Team Fees Reimbursed","Checking","",""
"4/12/2010","Home Depot","THE HOME DEPOT 2805        BLOOM","50.19","debit","Home Improvement","Checking","",""
"4/12/2010","Dii Eden Prairie Soccer","DII*EDEN PRAIRIE SC        612-6","190.00","debit","Soccer","Checking","","Tournament Registration at Eden Prairie"
"4/12/2010","Bloom","HP BLOOMINGTON             BLOOM","20.00","debit","Groceries","Checking","",""
"4/12/2010","Apple","MN ZOO TARS                APPLE","32.00","debit","Electronics & Software","Checking","",""
"4/12/2010","Edina Grill","EDINA GRILL                EDINA","17.99","debit","Restaurants","Checking","",""
"4/12/2010","Soccer USA","SOCCER USA BURNSVILLE      BURNS","86.59","debit","Soccer","Checking","",""
"4/12/2010","Deposit Mobile","DEPOSIT@MOBILE","70.00","credit","Team Fees Reimbursed","Checking","",""
"4/12/2010","Deposit Mobile","DEPOSIT@MOBILE","14.00","credit","Team Fees Reimbursed","Checking","",""
"4/12/2010","Postnet Mn Richf","POSTNET MN #110            RICHF","17.88","debit","Auto Insurance","Checking","","Fees to send out the insurance papers for the car accident"
